,Fulda,"Kristall Montero 2",155,70,13,Q,75,,,,0,375,375,181,30.06.2014,Newtires
,Fulda,"Kristall Montero 2",185,70,14,T,88,,,,0,580,580,247,30.06.2014,Newtires
,Fulda,"Kristall Montero 3",155,65,14,T,75,,,,0,430,430,204,30.06.2014,Newtires
,Fulda,"Kristall Montero 3",175,65,14,T,82,,,,2,490,490,207,30.06.2014,Newtires
,Fulda,"Kristall Montero 3",175,70,13,T,82,,,,0,490,490,189,30.06.2014,Newtires
,Fulda,"Kristall Montero 3",175,70,14,T,84,,,,0,545,545,218,30.06.2014,Newtires
,Fulda,"Kristall Montero 3",185,60,14,T,82,,,,4,525,525,224,30.06.2014,Newtires
,Fulda,"Kristall Montero 3",185,60,15,T,84,,,,0,600,600,262,30.06.2014,Newtires
,Fulda,"Kristall Montero 3",185,65,14,T,86,,,,4,565,565,235,30.06.2014,Newtires
,Fulda,"Kristall Montero 3",185,65,15,T,88,,,,0,525,525,273,30.06.2014,Newtires
,Fulda,"Kristall Montero 3",195,60,15,T,88,,,,8,625,625,288,30.06.2014,Newtires
,Fulda,"Kristall Montero 3",195,65,15,T,91,,,,0,550,550,300,30.06.2014,Newtires
,Fulda,"Kristall Montero 3",205,55,16,T,91,,,,4,775,775,360,30.06.2014,Newtires
,"General Tire","Altimax Arctic",195,55,15,Q,85,,,,4,775,775,285,30.06.2014,Newtires
,"General Tire","Altimax Arctic",265,65,17,Q,112,,,,0,1447,1447,442,30.06.2014,Newtires
,"General Tire","Altimax HP",185,60,15,H,84,,,,0,615,615,78,30.06.2014,Newtires
,"General Tire","Altimax HP",195,60,15,H,88,,,,0,575,575,93,30.06.2014,Newtires
,"General Tire","Altimax RT",185,65,15,T,88,,,,4,475,475,79,30.06.2014,Newtires
,"General Tire","Altimax Winter Plus",175,70,13,T,82,,,,0,410,410,192,30.06.2014,Newtires
,Gislaved,"EuroFrost 5",175,70,13,T,82,,,,0,425,425,202,30.06.2014,Newtires
,Gislaved,"NordFrost VAN",195,70,15,,104,,,,0,975,975,336,30.06.2014,Newtires
,Gislaved,"NordFrost VAN",195,70,15,,104,,,,0,875,875,335,30.06.2014,Newtires
,Gislaved,"NordFrost VAN",215,65,16,,109,,,,0,1200,1200,424,30.06.2014,Newtires
,Gislaved,"Urban Speed",185,60,14,H,82,,,,0,470,470,47,30.06.2014,Newtires
,Gislaved,"Urban Speed",185,65,14,T,82,,,,0,500,500,59,30.06.2014,Newtires
,Goodyear,DuraGrip,175,70,13,T,82,,,,0,435,435,12,30.06.2014,Newtires
,Goodyear,"Eagle F1 Asymmetric 2",255,40,20,Y,101,,,,400,3977,3977,6,30.06.2014,"A MARKING TEST"
,Goodyear,"Eagle F1 Asymmetric 2",255,40,20,Y,101,,,,14,3474,3474,6,30.06.2014,
,Goodyear,EfficientGrip,185,55,15,H,82,,,,0,600,600,70,30.06.2014,Newtires
,Goodyear,"EfficientGrip Compact",185,60,14,T,82,,,,0,525,525,48,30.06.2014,Newtires
,Goodyear,"EfficientGrip Compact",185,60,14,T,82,,,,0,515,515,46,30.06.2014,Newtires
,Goodyear,"EfficientGrip Compact",185,65,15,T,88,,,,0,575,575,80,30.06.2014,Newtires
,Goodyear,"EfficientGrip Compact",195,65,15,T,91,,,,0,575,575,101,30.06.2014,Newtires
,Goodyear,Excellence,195,65,15,H,91,,,,0,575,575,99,30.06.2014,Newtires
,Goodyear,Excellence,195,65,15,V,91,,,,0,580,580,100,30.06.2014,Newtires
,Goodyear,"Ultra Grip 8",195,65,15,T,91,,,,4,625,625,304,30.06.2014,Newtires
,Goodyear,"Ultra Grip Ice +",175,70,13,T,82,,,,20,525,525,193,30.06.2014,Newtires
,Goodyear,"Ultra Grip Ice +",195,65,15,T,91,,,,2,750,750,303,30.06.2014,Newtires
,Goodyear,"Ultra Grip Ice +",215,60,16,T,99,,,,0,1200,1200,388,30.06.2014,Newtires
,Goodyear,"Ultra Grip Ice +",215,65,16,T,98,,,,4,1100,1100,396,30.06.2014,Newtires
,Goodyear,"Ultra Grip Ice Arctic",175,70,13,T,82,,,,0,565,565,194,30.06.2014,Newtires
,Goodyear,"Ultra Grip Ice Arctic",195,60,15,T,88,,,,0,800,800,289,30.06.2014,Newtires
,"GT Radial","Champiro 728",175,70,13,H,82,,,,0,315,315,13,30.06.2014,Newtires
,Hankook,,185,60,15,T,84,,,,0,525,525,259,30.06.2014,Newtires
,Hankook,"AH 11",0,,20,,140,,,,18,2916,2916,118,30.06.2014,
,Hankook,"AH 11",215,75,17,,126,,,,50,1954,1954,101,30.06.2014,
,Hankook,"AH 11",235,75,17,,132,,,,15,2456,2456,104,30.06.2014,
,Hankook,"AH 11",245,70,19,,136,,,,10,3034,3034,109,30.06.2014,
